Family_Name	Name	Resources_Annotated	Sources_Annotated	Resources_Computed	Sources_Computed
Kamnuansin	Sunee	0	0	1	1
Kamnunsin	Sunee	0	0	1	1
Kamp	Hans	0	0	2	3
Reyle	Uwe	0	0	2	3
Kampanarou	Anna	0	0	2	2
Kampen	Jacqueline	0	0	1	1
Kampf	Zohar	0	0	1	1
Kamprath	C.	0	0	1	1
Kamtedza	J. D. G.	0	0	1	1
Kamupingene	Theo[philus] K.	0	0	1	1
Kamwangamalu	Nkonko Mudipanu	0	0	3	3
Kamwangamalu	Nkonko M.	0	0	1	1
Kamwendo	Gregory Hankoni	0	0	1	1
Wiland	Bartosz	0	0	4	4
Moore-Cantwell	Claire	0	0	2	2
Staubs	Robert	0	0	1	1
Kana	Marit	0	0	1	1
Kanchoua	Laré	0	0	1	1
Kanchuga	Aleksandr	0	0	1	1
Kandakai	C.K.	0	0	1	1
Kandeke	[?]	0	0	1	1
Kandulski	Maciej	0	0	1	1
Kane	Stephanie	0	0	1	1
Kane	Boubakar	0	0	1	1
Kaneko	Ikuyo	0	0	2	2
Kanerva	Jonni	0	0	1	1
Kang	Yoonjung	0	0	1	1
Kang	Hyeon-Seok	0	0	1	1
Kang	Beom-Mo	0	0	1	1
Kangonda	Ikome	0	0	1	1
Kani	Bungu	0	0	1	1
Kannemeyer	Henry Daniel	0	0	1	1
Kanno	Kazue	0	0	2	2
Kano	Ado Gwadabe	0	0	1	1
Kano	Tadao	0	0	1	1
Segawa	Kokichi	0	0	1	1
Kanokrattananukul	Wipharuk	0	0	1	1
Kanskar	Tej Ratna	0	0	1	1
Kansoh	Bartholomew	0	0	1	1
Kantorek	Nyima	0	0	1	1
Kanu	Sullay M.	0	0	1	1
Kany	Charles E.	0	0	1	1
Kanyamba	H.M.T.	0	0	1	1
Kaoma	Joabe-Mahemu wa	0	0	1	1
Kaotozu	K.K.	0	0	1	1
Kapanga	André Mwamba Tshishiku	0	0	1	1
Kapanga	Kapele	0	0	1	1
Vajrabhaya	Prakaiwan	0	0	1	1
Kapatsinski	Vsevolod	0	0	1	1
Kapchits	Georgi L.	0	0	1	1
Kapeliuk	Olga	0	0	6	6
Kapenda	Jean	0	0	1	1
Kapepa	C.	0	0	1	1
Kapetangianni	Konstantia	0	0	1	1
Onvlee	L.	0	0	2	2
Kapita	U. H.	0	0	1	1
Luijendijk	P. J.	0	0	1	1
Macmillan	Neil A.	0	0	1	1
Kaplan	Howard L.	0	0	1	1
Medgyes	Peter	0	0	1	1
Kaplan	Robert B.	0	0	1	1
Kaplan	Ronald M.	0	0	2	2
Kaplan	Golda H.	0	0	1	1
Kaplanian	Maurice G.	0	0	1	1
Kapogianni	Eleni	0	0	1	1
Kapovic	Marko	0	0	1	1
Kapp	Volker	0	0	2	2
Kappa	Ioanna	0	0	1	1
Tzakosta	Marina	0	0	2	2
Kappel	Péter	0	0	1	1
Karade	Baba Ifa	0	0	1	1
Karagjosova	Elena	0	0	1	1
Karaminis	Themis	0	0	1	1
Thomas	Michael	0	0	1	1
Karamshoev	Dodkhudo	0	0	2	2
Karantzola	Eleni	0	0	1	1
Lavidas	Nikolaos	0	0	6	6
Maciev	Achmet Gechkaevic	0	0	1	1
Kenesbaev	S. K.	0	0	1	1
Karasheva	N. B.	0	0	1	1
Karastaneva	Tsena	0	0	1	1
Karatzogianni	Athina	0	0	1	1
Karavi	Premin	0	0	1	1
Karče	Tina	0	0	1	1
Kari	Priscilla Russell	0	0	2	2
Raboff	Adeline Peter	0	0	1	1
Rigsby	Bruce J. (annotator)	0	0	1	1
Young	Robert W. (annotator)	0	0	1	1
Tuttle	Siri G	0	0	3	3
Kari	James M.	0	0	1	1
Kari	Ethelbert	0	0	1	1
____	Paul Hunney	0	0	1	1
Maiyak	Jonah	0	0	1	1
Kariman	Danny Nugom Ronnie	0	0	1	1
Ugiyan	Lucas	0	0	1	1
Naii	Zechariah	0	0	1	1
Karimi-Doostan	Gholamhossein	0	0	2	2
Sarma	Vaijayanthi	0	0	2	2
Karimi	Yadgar	0	0	1	1
Karimi"=Doostan	Gholamhossein	0	0	1	1
Karina	T.P.	0	0	1	1
Karins	A. Krisjanis	0	0	1	1
Kariyakarawana	Sunil M.	0	0	1	1
Karki	Tika B.	0	0	1	1
Karlgren	Berhard	0	0	1	1
Karlík	Petr	0	0	1	1
Nekula	Marek	0	0	2	2
Rusínová	Zdenka	0	0	1	1
Karlman	E.	0	0	1	1
Karlsson	Emanuel	0	0	1	1
Karn	Gloria J.	0	0	1	1
Karn	Gloria Jean	0	0	1	1
Karofi	Dauda Sulaiman	0	0	1	1
Karpov	V. G.	0	0	1	1
Karssenberg	Lena	0	0	2	2
Lahousse	Karen	0	0	5	5
Karttunen	Lauri	0	0	3	3
Karwowska	Bożena	0	0	1	1
Kasai	Hironobu	0	0	1	1
Kasambira	Tafadzwa Silas	0	0	1	1
Kasanga	L. A.	0	0	1	1
Kaschula	Russell H.	0	0	4	4
Kaseka	Ambrosius	0	0	1	1
Käser	Lothar	0	0	1	1
Kasevich	V. B. (Vadim Borisovich)	0	0	1	1
Speshnev	M. A.	0	0	1	1
Kashina	Kashina	0	0	2	2
Kashket	Michael B.	0	0	2	2
Kask	A. X.	0	0	1	1
Lamsari		0	0	1	1
Kasmansyah		0	0	1	1
Kasper	Κ.	0	0	1	1
Kasper	Simon	0	0	1	1
Kassa	Daniel Worku	0	0	1	1
Kassan-Badameli	Balaïbaou	0	0	2	2
Kassaye	Hailu	0	0	1	1
Kassels	D. A.	0	0	1	1
Kassie	Shifere	0	0	1	1
Kastner	Itamar	0	0	1	1
Moskal	Beata	0	0	2	2
Katada	Fusa	0	0	1	1
Katagiri	Masumi	0	0	1	1
Katanov	Nikolaj Fedorovic	0	0	1	1
Kataoka	Kiyoko	0	0	1	1
Kataoka	Reiko	0	0	1	1
Katayama	Motoko	0	0	1	1
Katesi	Yime-Yime	0	0	1	1
Kathman	David	0	0	1	1
Katia	Kamara Casimir	0	0	1	1
Katkaleva	T. F.	0	0	1	1
Mioto	Carlos	0	0	2	2
Kepser	Stephan	0	0	1	1
Reis	Marga	0	0	5	5
Parodi	Claudia	0	0	4	4
Tarallo	Fernando	0	0	2	2
Kato	Mary Aizawa	0	0	2	2
Kato	Kazue	0	0	1	1
Kato	Mary	0	0	1	1
Katoke	Israel K.	0	0	1	1
Katona	Lucy	0	0	1	1
Katsman	Roman	0	0	1	1
Katsuva	Ngoloma	0	0	1	1
Katuambi	Kapinga	0	0	2	2
Katubi	Obing	0	0	1	1
Katutula	Gaspard Kilumba	0	0	3	3
Mukombo	Mbuya	0	0	2	2
Katz-Bernstein	Nitza	0	0	1	1
Schröder	Anja	0	0	1	1
Katz Bourns	Stacey	0	0	2	2
Myers	Lindsy L.	0	0	1	1
Katz	H.	0	0	1	1
Katzen	M.F.	0	0	1	1
Kauffman	Edna	0	0	1	1
Thomason	S.	0	0	1	1
Kaufman	T.	0	0	1	1
Kaufman	Daniel	0	0	1	1
Kaufmann	Ingrid	0	0	1	1
Stiebels	Barbara	0	0	1	1
Kaufmann	Magdalena	0	0	1	1
Poschmann	Claudia	0	0	2	2
Kaufmann	Hans L.	0	0	1	1
Kaufmann	David V.	0	0	1	1
Kaup	Barbara	0	0	1	1
Lüdtke	Jana	0	0	1	1
Kauppinen	Anneli	0	0	1	1
Kaur	Gurmeet	0	0	1	1
Klann-Delius	Gisela	0	0	2	2
Kautzsch	E.	0	0	1	1
Kavanagh	Kathryn	0	0	1	1
Mantzel	Dorothea	0	0	1	1
Niekerk	Tim van	0	0	1	1
Wolvaardt	Jill	0	0	1	1
Wright	Madeleine	0	0	1	1
Kavanagh	Barry	0	0	1	1
Kawaguchi	Satomi	0	0	2	3
Lenzing	Anke	0	0	1	1
Liebner	Mathias	0	0	1	1
Kessler	Jörg-U	0	0	1	1
Tokita	Tomoko	0	0	1	1
Kubozono		0	0	1	1
Kawahara	Daisuke	0	0	1	1
Kurohashi	Sadao	0	0	1	1
Kawasaki	Haruko	0	0	1	1
Kawashima	Ruriko	0	0	1	1
Kaxinawa	Joaquim Maná Paula	0	0	1	1
Monte	Nietta Lindenberg	0	0	2	2
Kay	Paul	0	0	1	1
Kay	Stephen	0	0	1	1
Kayamba	H.M.T.	0	0	1	1
Kaye	A.	0	0	1	1
Kaygusuz	Yasin	0	0	1	1
Pollock	Jean-Yves	0	0	4	5
de Vries	Mark	0	0	2	2
Kayne	Richard Stanley	0	0	1	1
Kayser	Gabriel	0	0	1	1
Kazana	Despina	0	0	2	2
Kazarian	Shahe S	0	0	1	1
Martin	Rod A	0	0	1	1
Kazenin	Konstantin	0	0	1	1
Kazi	Dawasamdup (Zla-ba Bsam-ãgrub)	0	0	1	1
Kazlauskas	Juozas	0	0	1	1
Kaźmierski	Kamil	0	0	1	1
Kazuya	Muramatsu	0	0	1	1
Ke	Alan Hezao	0	0	1	1
Keach	Camillia N.	0	0	3	3
Rochemont	Michael	0	0	2	2
Keach	N.	0	0	1	1
Keach	Camillia	0	0	1	1
Owen	H. R.	0	0	1	1
Keane	G. J.	0	0	1	1
Keane	Elinor	0	0	1	1
Keating	Patricia A.	0	0	1	1
Kebbede	Hordofa [Janko]	0	0	2	2
Kebbedu	Ishetu	0	0	1	1
Kebebew	Tahsas	0	0	1	1
Kebede	Eshetu	0	0	1	1
Kebede	Michael	0	0	1	1
Kechagias	Axiotis	0	0	1	1
Kecichusa	M.	0	0	1	1
Subbarao	K.V.	0	0	1	1
Kedajtene	Ekaterina I.	0	0	1	1
Mukriani	Kurdistan	0	0	1	1
Mitrochina	Valentina I.	0	0	1	1
Kee-dong	with the assistance of Lyndon Corenelius	0	0	1	1
Lee	Elmer Asher	0	0	1	1
Keegan	William F.	0	0	1	1
Keegan	John	0	0	1	1
Keen	Sandra L.	0	0	1	1
Razafimamonjy	Jean Paulin	0	0	1	1
Paul	Ileana	0	0	5	5
Keenan	Edward L	0	0	2	2
Phillips	V.	0	0	1	1
Zwicky	A.	0	0	1	1
Spencer	A.	0	0	1	1
Keenan	Elinor O.	0	0	1	1
Schieffelin	Bambi	0	0	1	1
Keenan	Jeremy	0	0	2	2
Keenan	Edward Louis	0	0	1	1
Keene	A.	0	0	1	1
Spitler	Helen	0	0	1	1
Keene	William T.	0	0	1	1
Keidel	George C.	0	0	1	1
Keim	Inken	0	0	2	2
Villa-García	Julio	0	0	8	8
Yun	Suyeon	0	0	1	1
Keiser-Besch	Denise	0	0	1	1
Keisuke	Huziwara	0	0	1	1
Keita	Modibo	0	0	1	1
Keita	Youssouf	0	0	1	1
Kélékian	Diran	0	0	1	1
Kelekna	Pita	0	0	1	1
Osam	Necdet	0	0	1	1
Kelepir	Meltem	0	0	2	3
Kelih	Emmerich	0	0	1	1
Kelkar	A. R.	0	0	2	2
Trisal	P. N.	0	0	1	1
Salton	Giancarlo	0	0	2	2
Ross	Robert	0	0	1	1
Kelleher	John	0	0	1	1
Ross	Robert J.	0	0	2	2
Kelleher	John D.	0	0	1	1
Keller	Sally E.	0	0	2	2
Keller	Frank	0	0	2	2
Gerónimo Luciano	Plácido	0	0	1	1
Keller	R. E.	0	0	1	1
Keller	A.	0	0	1	1
Keller	Jonas	0	0	1	1
Eraso Keller	Natalia	0	0	1	1
Yoshioka	Keiko	0	0	1	1
Kellerman	Eric	0	0	1	1
Kellermann	Wilhelm	0	0	1	1
Kellert	Olga	0	0	1	1
Manock	Stephen R.	0	0	1	1
Kelley	G.	0	0	1	1
Kellogg	David	0	0	1	1
Kelly-Holmes	Helen	0	0	1	1
Kelly	Gabrielle	0	0	1	1
Sandefur	Joy	0	0	2	2
Willard	Frances. H.	0	0	1	1
Willard	Frances H	0	0	1	1
Kelly	H.G. [Capt.]	0	0	1	1
Kelly	Page H.	0	0	1	1
Kelly	Barbara F.	0	0	1	1
Kelly	Niamh E.	0	0	2	2
Kelly	Bernhard J.	0	0	1	1
Kelly	Patrick	0	0	1	1
Kelz	Heinrich P	0	0	1	1
Kelz	Heinrich P.	0	0	1	1
Struik	Tara	0	0	1	1
Kemmler	Rolf	0	0	4	4
Kemp	Charlotte	0	0	2	2
Kempcke	Günter	0	0	1	1
von Kempelen	Wolfgang	0	0	1	1
Seuren	Pieter A.M.	0	0	2	2
Kendall	Daythal	0	0	1	1
Kennard	Holly J.	0	0	1	1
Kennedy	Roger	0	0	1	1
Kennedy	Beverley	0	0	2	2
Kennedy	Judith	0	0	1	1
Abaro Ura	Roger Kennedy	0	0	1	1
Kennedy	John	0	0	1	1
Kennedy	Robert	0	0	1	1
Kennell, Jr., Gerald Raymond	?	0	0	2	2
Kennelly	Sarah D.	0	0	1	1
Kennicott	Robert	0	0	2	2
Kenny	Anna	0	0	1	1
Kenny	Michael G.	0	0	2	2
Kent	Susan	0	0	1	1
Keping	K.B.	0	0	2	2
Kepping	Ksenija Borisovna	0	0	4	4
Kepping	Ksenia Borisovna	0	0	1	1
Kéré-Ouédraogo	Aminata	0	0	1	1
Kerek	Eugenia	0	0	1	1
Niemi	Pekka	0	0	1	1
Kerge	Krista	0	0	1	1
Kerken	Georges van der	0	0	4	4
with Kerketta	Paulus	0	0	1	1
Kullu	Junas	0	0	1	1
Kerkhof	P. A.	0	0	1	1
Kerkhoff	Annemarie Odilia	0	0	1	1
Kerr	Allen D.	0	0	1	1
Kerremans	Richard	0	0	1	1
Kershaw	Greet	0	0	2	2
Kershner	Tiffany L.	0	0	1	1
Kersten	Otto	0	0	1	1
Kerstens	Johan	0	0	1	1
Kerswill	Paul	0	0	1	1
Kess	Joseph F.	0	0	3	3
Miyamoto	Tadao	0	0	5	5
Kessakul	Ruetaivan	0	0	2	2
van Kessel	Jan	0	0	1	1
Kessler	Brett	0	0	1	1
Ketata	Sheleme	0	0	1	1
Urdze	Aina	0	0	2	2
Motzafi-Haller	Pnina	0	0	1	1
de Key	Mary Ritchie	0	0	1	1
Klein	Harriet E.M.	0	0	2	3
Tugwell	R. M.	0	0	1	1
Key	Gregory	0	0	1	1
Keyereboah	Stephen	0	0	1	1
Keyes	Jane Godfrey	0	0	1	1
Murasugi	Keiko	0	0	6	7
Michaels	David	0	0	1	1
Keyser	S. J.	0	0	1	1
Kezilahabi	Euphrase	0	0	1	1
Kgasa	Morulaganyi L. A.	0	0	2	2
Tsonope	Joseph	0	0	5	5
Kgware	William Moshobane	0	0	1	1
Khabanyane	K. E.	0	0	1	1
Mukhina	L. M.	0	0	1	1
Khabirov	Valeri	0	0	2	2
Khabirov	Valeri P.	0	0	2	2
Khabirov	V.P.	0	0	1	1
Khachaturian	Amalya	0	0	1	1
Khafaifi	Hussein Mabrok el	0	0	1	1
Khai	Bưu	0	0	2	2
Khalafallah	A.	0	0	1	2
Khalfaoui	Amel	0	0	1	1
Klimov	G.A.	0	0	2	2
Khalilov	M.Sh	0	0	2	2
Khaling	Sapta Man	0	0	1	1
Khaloimova	Klavdiia Nikolaevna	0	0	1	1
Khama	Tshekedi	0	0	1	1
Khamala	Canute P. M.	0	0	1	1
Khambale	Balinandi	0	0	1	1
Mohammed	Mohammed Abdullah	0	0	2	2
Khamis	Said Ahmed Mohamed	0	0	2	2
Khamisi	Abdu Mtajuka	0	0	1	1
Khan	Sameer	0	0	2	2
Khan	Volker	0	0	1	1
Bedir Khan	Djeladet	0	0	1	1
Pearson	Hazel	0	0	2	2
Khan	Manizeh	0	0	2	2
Li	Nan	0	0	1	1
Khan	Baber S. A.	0	0	1	1
Khan	Farhat	0	0	1	1
Khanh	Lê Ba	0	0	3	3
Kông	Lê Ba	0	0	5	5
Khanjian	Hrayr	0	0	1	1
Kharkhongngor	U Iarington	0	0	1	1
Kharkongngor	U Iarington	0	0	1	1
Kharto	Dorrje Wangchuk	0	0	1	1
Khati	Thekiso	0	0	1	1
Nimz	Katharina	0	0	1	1
Khauwas	Ahmad ibn	0	0	1	1
Krylova	O.	0	0	1	1
Khavronina	S.	0	0	1	1
Khawlhring	S.	0	0	1	1
Khelimskii	Evgenii Arnol'dovich	0	0	1	1
Kherbache	Fatma	0	0	1	1
Khiedi	Léopold-Makaba ma	0	0	1	1
Khin	U	0	0	1	1
Lwin	Glen San	0	0	1	1
Khlebnikov	Kirill Timofeevich	0	0	2	2
Khoali	T.B.	0	0	1	1
Khokhlova	L. V.	0	0	1	1
Khokhlova	L.V.	0	0	1	1
Khokholova	L.V.	0	0	1	1
Khokle	Vasant S.	0	0	1	1
Khonglah	J.S.	0	0	1	1
Sinha	A.P.	0	0	1	1
Khoza	Nosizi Cordelia	0	0	1	1
Khromchenko	Vasiliy Stepanovich	0	0	1	1
Khuala	Mvumbi	0	0	1	1
Khubchandani	L.	0	0	1	1
Khumalo	James Steven Mzilikazi	0	0	3	3
Khumalo	J. S. M.	0	0	1	1
Ki-Mun	Lee	0	0	1	1
Simonov	Mikhail D.	0	0	2	2
Kialundziuga	Valentina	0	0	1	1
Kibbee	Douglas A.	0	0	5	5
Maskaliūnienė	Nijolė	0	0	1	1
Kibre	Nicholas	0	0	1	1
Kibre	N.	0	0	1	1
Kibrik	Aleksandr	0	0	1	1
Kirjavainen	Minna	0	0	2	2
Rahmany	Ramin	0	0	1	1
Marefat	Hamideh	0	0	1	1
Kiddle	Lawrence B.	0	0	1	1
Kieckers	E.	0	0	1	1
Kiel	Arnold	0	0	1	1
Kiene	Guillermo	0	0	1	1
Kienpointner	Manfred	0	0	3	3
Kiernan	J.A.	0	0	1	1
Kieskamp	Andrea	0	0	1	1
Kiesler	Reinhard	0	0	1	1
Kiggen	Fr. J.	0	0	1	1
Kihangire	C.	0	0	1	1
Kihara	H.	0	0	1	1
Kiingi	Kibuuka Balubuliza	0	0	1	1
Kijak	Artur	0	0	1	1
Kikkawa	Keikko	0	0	1	1
Maekawa	Kikuo	0	0	2	2
Kikuchi	Hideaki	0	0	1	1
Kikuchi	Kyuichi	0	0	1	1
Kikuta	Chiharu Uda	0	0	3	3
Kilani-Schoch	Marianne	0	0	2	2
Kilbourn-Ceron	Oriana	0	0	1	1
Kilgi	Annika	0	0	1	1
Schladt	Mathias	0	0	6	7
Voeltz	F.	0	0	2	2
Kilian-Hatz	C.	0	0	2	2
Kilian	Jörg	0	0	1	1
Stronach	Neil R. H.	0	0	1	1
Ligogi	Mohamed	0	0	1	1
Mfaume	Mshigagi	0	0	1	1
Kilindo	Joseph	0	0	1	1
Magona	Sufiani	0	0	1	1
Killean	C.G.	0	0	1	1
Killingley	Siew-yue	0	0	1	1
Kilpatrick	E.	0	0	1	1
Kim	Junyeop	0	0	1	1
Kim	Nam-Soo	0	0	1	1
Kim	Duck-Shin	0	0	1	1
Lee	Sun-Hee	0	0	1	1
Lee	Hangeun	0	0	1	1
Kim	Kyung Hee	0	0	1	1
Kim	Kyumin	0	0	2	2
Melchin	Paul B.	0	0	1	1
Kim	Hyun	0	0	1	1
Nussy	Christian G.	0	0	1	1
Scott	Eleonora L.	0	0	1	1
Scott	Graham R.	0	0	1	1
Kim	Miseon	0	0	1	1
Ogoshi	Naoki	0	0	1	1
Kim-Renaud	Young-Key	0	0	3	3
Pak	Miok	0	0	2	2
Kim	Christina S.	0	0	1	1
Kim	Shin-Sook	0	0	2	2
Sohn	Sung-Ock S.	0	0	2	2
Kim	Jieun	0	0	1	1
Kim	Chul-Kyu	0	0	1	1
Thompson	Geoff	0	0	1	1
Kim	Soo-Jung	0	0	1	1
Kim	Chin-Wu	0	0	2	2
Kim	Wha-Chun M.	0	0	1	1
Kim	Lan	0	0	1	1
Kim	Tae Sik	0	0	1	1
Kim	Yookyung	0	0	1	1
Kim	Yun Hwa	0	0	2	2
Kim	Jong-mi	0	0	2	2
Kim	Minju	0	0	3	3
Kim	Myung-Hee	0	0	1	1
Kim	Yong-Beom	0	0	1	1
Kim	Minjoo	0	0	1	1
Kim	Sung-A	0	0	1	1
Kim	Christina	0	0	1	2
Kim	Ki-tae	0	0	1	1
Kim	Sung-Uk	0	0	1	1
Kim	Jin-hyung	0	0	1	1
Kim	Seon Jung	0	0	1	1
Kim	Seoyoung	0	0	1	1
Kim	Young-Hee	0	0	1	1
Kim	C.-W.	0	0	2	2
Kim	Ji Yea	0	0	1	1
Kim	Hyung-Soo	0	0	2	2
Kim	Gyung-Ran	0	0	1	1
Kim	Mary Shin	0	0	1	1
Kimambo	Isaria Ndelahiyosa	0	0	1	1
Kimball	Sara E.	0	0	1	1
Wilkins	Wendy	0	0	1	1
Wilkons	Wendy	0	0	1	1
Kimmenade	M. van de	0	0	1	1
Kimmenade	Martin van de	0	0	1	1
Kimper	Wendell A.	0	0	1	1
Kimura	Hideo	0	0	1	1
Kinahan	John	0	0	4	4
Nikiéma	Norbert	0	0	4	4
Kindberg	Eric W.	0	0	1	1
Kindell	Gloria Elaine	0	0	1	1
Kindell	G.	0	0	1	1
King	Jeanette	0	0	3	3
Syddall	Caroline	0	0	1	1
King	Ross J.	0	0	2	2
King	Phyllis	0	0	1	1
King	Larry D.	0	0	1	1
King	James	0	0	1	1
Ndalu	Ahmed E.	0	0	1	1
King'ey	Kitula Geoffrey	0	0	2	2
King'ey	Kitula	0	0	1	1
Kingon	J.R.L.	0	0	1	1
Kingon	T.R.L.	0	0	1	1
Kingscott	Geoffrey	0	0	1	1
Kingsley	Mary Henrietta	0	0	1	1
Kingsley	Judith Rae Hilty	0	0	1	1
Kinsman	Margaret R.	0	0	1	1
Kinyalolo	Kasangati Kikuni W.	0	0	1	1
Kinzela	Blossom C.	0	0	1	1
Kioko	Angelina	0	0	1	1
Kiparsky	Paul	0	0	4	4
Shokouhi	H.	0	0	1	1
Kipka	P.	0	0	1	1
Kipper-Schuler	Karin	0	0	1	1
Kippis	Andrew	0	0	1	1
Kipury	N.	0	0	1	1
Kiraga	Sebastian	0	0	1	1
Smith	Kenny	0	0	1	1
Kirchherr	Eugene C.	0	0	1	1
Kirchner	Arne	0	0	2	2
Kirchner	R.	0	0	1	1
Kirchnor	G.	0	0	1	1
Kirk-Greene	Anthony H. M.	0	0	2	2
Kirk	Allison	0	0	2	2
Kirk	P.L.	0	0	1	1
Kirk	John M.	0	0	1	1
Kirkaldy	Alan	0	0	1	1
Kirke	Brian	0	0	2	2
Kirkeby	Willy A.	0	0	1	1
Kirkendall	William	0	0	1	1
Kirkendall	Dorothea	0	0	1	1
Kirkness	Alan	0	0	4	4
Kühn	Peter	0	0	4	4
Wiegand	Herbert Ernst	0	0	5	5
Kirkpatrick	Andy	0	0	1	1
Kirsch	Claudine	0	0	1	1
Tauscher	E.	0	0	1	1
Kirschbaum	E.-G.	0	0	1	1
Kirss	Tiina	0	0	1	1
Kirsten	Hans	0	0	1	1
Kirtchuk-Halevi	Pablo I.	0	0	1	1
Kirtchuk	Pablo Isaac	0	0	1	1
Morris	H. F.	0	0	1	1
Kirwan	B. R.	0	0	1	1
Kisch	Gustav	0	0	1	1
Kishamuri	Charles Marwa	0	0	1	1
Shetler	Jan Bender	0	0	3	3
Kishimoto	Emi	0	0	1	1
Kishimoto	Hideki	0	0	7	7
Kiss	Katalin É	0	0	2	2
Polo	Chiara	0	0	1	2
Riemsdijk	Henk	0	0	1	1
Kissling	Elizabeth M.	0	0	1	1
Kissock	Madelyn J.	0	0	1	1
Kitagawa	Chisato	0	0	1	1
Kitahara	Hisatsugu	0	0	1	1
Kitemanio	A.	0	0	1	1
Wanganeen	Tania	0	0	2	2
Kitson	Jill	0	0	1	1
Kiwanuka	J. L.	0	0	1	1
Wiberg	G.	0	0	1	1
Kiwolu	Adelbert Tekilazaya	0	0	1	1
Kiyko	Svitlana	0	0	1	1
Kiyomi	S. Davis	0	0	1	1
Kiyose	Gisaburo N.	0	0	2	2
Kiyota	Masaru	0	0	1	1
Yamane-Tanaka	Noriko	0	0	1	1
Kiyulu	Ny.	0	0	1	1
Kiziak	Tanja	0	0	1	1
Kizu	Mika	0	0	1	1
Kjarsgaard	Marilyn	0	0	1	1
Kjartansson	Helgi Skúli	0	0	1	1
Kjellin	Olle	0	0	1	1
Kjolseth	Rolf	0	0	1	1
Pajusalu	Renate	0	0	3	3
Vihman	Virve-Anneli	0	0	2	2
Klaas	Birute	0	0	1	1
Klævik-Pettersen	Espen	0	0	1	1
Klafehn	Terry	0	0	1	1
Klagstad	H.	0	0	1	1
Klaiman	M.H.	0	0	2	2
Klamer	Marian A.F.	0	0	1	1
Klapproth	Danièle M.	0	0	1	1
Klapproth	Danièle	0	0	1	1
Klaproth	H. Julius von	0	0	1	1
Klaproth	Heinrich Julius von	0	0	1	1
Klare	Johannes	0	0	1	1
Klatt	Dennis H.	0	0	1	1
Klaus	Jana	0	0	1	1
Klausenburger	Jürgen	0	0	1	1
Klausenburger	Jurgen	0	0	3	3
Klava	Ina Druviete; Gunta	0	0	1	1
Klavans	Judith L.	0	0	3	3
Klaver	Marquita	0	0	1	1
Klein	Jean René	0	0	1	1
Lamiroy	Béatrice	0	0	4	4
Klein	Jean	0	0	1	1
Klein	Harriet Manelis	0	0	1	1
Klein	Henny	0	0	1	1
Klein	Wolfgang	0	0	4	4
Klein	Hariet	0	0	1	1
Klein	Harriet	0	0	1	1
Klein	Josef	0	0	1	1
Klein	Stav	0	0	1	1
Klein	Thomas Β.	0	0	1	1
Klein	Wolf Peter	0	0	2	2
Klein	Udo-Michael	0	0	1	1
Klein	Karl Kurt	0	0	1	1
Klein	Franz-Josef	0	0	1	1
Klein	Richard G.	0	0	1	1
Klein	Sheldon	0	0	1	1
Klein	Peter	0	0	1	1
Kleine-Engel	Ane	0	0	1	1
Kleine	Christa de	0	0	1	1
Kleine	Ane	0	0	1	1
Kleine	Christa	0	0	1	1
Klem	Herbert V.	0	0	1	1
Klemensiewicz	Zenon	0	0	1	1
Klemm	Michael	0	0	1	1
Klemola	Juhani	0	0	1	1
Klenk	Ursula	0	0	1	1
Klepikova	G.P.	0	0	1	1
de Klerk	Vivian	0	0	1	1
KlHM	Alain	0	0	1	1
Rozwadowski	Jan Michal/	0	0	1	1
Klick	Edward	0	0	1	1
Klieman	Kairn Anne	0	0	1	1
Kliffer	Michael D.	0	0	1	1
Tsarenco	E.I.	0	0	1	1
Klimov	Georgij Andreevich	0	0	1	1
Klingebiel	Kathryn	0	0	1	1
Klingenheben	August von	0	0	4	5
Marshall	Margaret M.	0	0	1	1
Klingler	Thomas A	0	0	1	1
van Klinken	Catharina	0	0	1	1
van Klinken	Catharina Lumien	0	0	1	1
OǴrady	G. N.	0	0	1	1
Klokeid	T. J.	0	0	1	1
Klokov	Vasilij T.	0	0	1	1
Klokov	Vasilij T	0	0	1	1
Kloos	Peeter	0	0	1	1
Kloppenburg	Geerhard	0	0	1	1
Kloss	Heinz	0	0	2	2
Kwon	Nayoung	0	0	1	1
Kluender	Robert	0	0	1	1
Klug	Nina-Maria	0	0	1	1
Kluge	Bettina	0	0	1	1
Klumpp	Deloris Pharris de	0	0	3	9
Mazzitelli	Lidia Federica	0	0	1	1
Knafo	Ruby	0	0	1	1
Knapp	Karlfried	0	0	1	1
Knapp-Potthoff	Annelie	0	0	1	1
Knapp	Fritz Peter	0	0	1	1
Spaandonck	Marcel van	0	0	5	5
Kniezsa	Veronika	0	0	1	1
Knight	C. Gregory	0	0	1	1
Knight	Edward Frederick	0	0	1	1
Knittel	Marie Laurence	0	0	3	3
Knobloch	Johann	0	0	2	2
Knobloch	Clemens	0	0	3	3
Knocker	Frederic W.	0	0	1	1
Strik	Oscar	0	0	1	1
Knoop	Ulrich	0	0	1	1
Knop	Sabine	0	0	1	1
Mollica	Fabio	0	0	1	1
Knopf	Kamilla	0	0	1	1
Knops	[R.P.]	0	0	1	1
Knops	[?]	0	0	1	1
Knorr	Karin	0	0	1	1
Oberlander	Jon	0	0	1	1
O’Donnell	Michael	0	0	1	1
Mellish	Chris	0	0	1	1
Sanders	Ted	0	0	7	7
