Family_Name	Name	Resources_Annotated	Sources_Annotated	Resources_Computed	Sources_Computed
Spooren	Wilbert	0	0	4	4
Knowles-Berry	Susan Marie	0	0	1	1
Knowlton	E.	0	0	3	3
Knowlton, Jr., Edgar C.	?	0	0	1	1
Knudsen-Larrain	Augusto	0	0	3	3
Knüppel	Veronika	0	0	1	1
Knüsli	J.	0	0	2	2
Knyazev	Sergej	0	0	1	1
Ko	Taw Sein	0	0	1	1
Ko	Kil Soo	0	0	1	1
Ko	Eon-Suk	0	0	1	1
Kobaidze	Manana	0	0	1	1
Yoshimoto	Kei	0	0	2	2
Kobayashi	Masahiro	0	0	1	1
Nakamura	Hiroaki	0	0	1	1
Mori	Yoshiki	0	0	1	1
Kobele	Gregory M.	0	0	3	3
Kobele	Gregory	0	0	1	1
Kocab	Annemarie	0	0	1	1
Koch	P.	0	0	1	1
Krefeld	Th.	0	0	1	1
Koch	Peter	0	0	6	8
Marzo	Daniela	0	0	1	1
Oesterreicher	Wulf	0	0	6	8
Koch	Christoph	0	0	1	1
Koch	Harald	0	0	1	1
Kochendörfer	Günter	0	0	1	1
Kocher	Anna	0	0	1	1
Kochetov	Alexei	0	0	3	3
Koci	Rozalija D.	0	0	1	1
Kostallari	Androkli	0	0	1	1
Skendi	D. I.	0	0	1	1
Mischke	Gerda E.	0	0	4	4
Kock	L. J.	0	0	1	1
Sibeko	T. A.	0	0	1	1
Swanepoel	C. F.	0	0	2	2
Kock	Victor de	0	0	1	1
Kock	J. H. M.	0	0	1	1
Kock	Axel	0	0	2	2
Kockaert	Hendrik J.	0	0	1	1
Kockaert	Hendtik J.	0	0	1	1
Kodngargue	Adoum Goudja	0	0	1	1
Kody	Zachée Bitjaa	0	0	1	1
Kodzasov	Sandro	0	0	4	4
Koekkoek	Byron J.	0	0	1	1
Koelewijn	Cees	0	0	1	1
Rivière	Peter	0	0	4	4
Koelle	Sigismund Wilhelm	0	0	3	3
Muansuwan	Nuttanart	0	0	3	3
Koenitz	Β.	0	0	1	1
Koerber	Hans Nordewin von	0	0	1	1
Koerner	Konrad	0	0	1	1
Koettlitz	Reginald	0	0	1	1
Koev	Todor	0	0	1	1
Koeva	Svetla	0	0	1	1
Stoyanova	Ivelina	0	0	1	1
Todorova	Maria	0	0	1	1
Leseva	Svetlozara	0	0	1	1
Kogean	Sahak Lorenz	0	0	1	1
Kogura	Norikazu	0	0	1	1
Kohen	Jim	0	0	1	1
Steele	Jeremy	0	0	1	1
Willard	Jessica A.	0	0	1	1
Çiğtay-Akar	Yasemin	0	0	1	1
Kohl	Katharina	0	0	1	1
Leyendecker	Birgit	0	0	1	1
Köhler	Oswin R. A.	0	0	6	6
Kohler	Klaus J.	0	0	3	3
Köhler	Reinhard	0	0	1	1
Köhler	H.	0	0	1	1
Kohn	Alison	0	0	1	1
Köhnlein	Björn	0	0	2	2
Kohut	Karl	0	0	1	1
Koike	Dale April	0	0	1	1
Koike	Dale	0	0	1	1
Müürisep	Kaili	0	0	2	2
Puolakainen	Tiina	0	0	1	1
Roosmaa	Tiit	0	0	1	1
Uibo	Heli	0	0	1	1
Koivuselkä-Sallinen	Päivi	0	0	1	1
Koizumi	Masatoshi	0	0	3	5
Ura	Hiroyuki	0	0	1	1
Kojima	Yasuhiro	0	0	2	2
Kola	Kamanda	0	0	1	1
Kolaiti	Patricia	0	0	1	1
Kolb	Eduard	0	0	1	1
Kolb	Peter	0	0	2	2
Kolberg	Hermann	0	0	1	1
Timusev	Dmitrij A.	0	0	1	1
Kolegova	Nina A.	0	0	1	1
Kolek	Leszek S.	0	0	1	2
Valh Lopert	Alenka	0	0	1	1
Koletnik	Mihaela	0	0	1	1
Kolig	Erich	0	0	1	1
Nakamura	Miyoko	0	0	1	1
Kolinsky	Régine	0	0	1	1
Spagnoletti	Carmela	0	0	1	1
Morais	Jose	0	0	1	1
Koll-Stobbe	Amei	0	0	1	1
Koller	Veronika	0	0	1	1
Koller	P. Angel	0	0	2	2
Kolliakou	Dimitra	0	0	2	2
Kollmann	Karl Paul [Hauptm.]	0	0	1	1
Kolmaš	Josef	0	0	1	1
Kolmer	Agnes	0	0	1	1
Kolmodin	Johannes A.	0	0	2	2
Shrestahcarya		0	0	1	1
Shresthacarya	Iswarananda	0	0	1	1
Wegner	Gert-Matthias	0	0	1	1
Kom	Ambroise	0	0	2	2
Komagata	Nobo N.	0	0	1	1
Komaitai	Rusiate T.	0	0	1	1
Komárek	Miroslav	0	0	1	1
Komen	Erwin R	0	0	1	1
Komlosi	Sarolta	0	0	1	1
Stanulewicz	Danuta	0	0	2	2
Komorowska	Ewa	0	0	1	1
Pawłowski	Adam	0	0	2	2
Konan	Kouadjo Raymond	0	0	1	1
Konaré	Mamadou	0	0	1	1
Vargas	Eutimio	0	0	1	1
Kondo	Ali	0	0	1	1
Kondo	Tadahisa	0	0	1	1
Kondo	Riena Weidman de.	0	0	2	2
Kondrat’eva	Ju.	0	0	1	1
Kone	Seydou	0	0	2	2
Koné	Dramane	0	0	1	1
Könen	[Fr.] Mathias	0	0	1	1
Koneski	Blaze	0	0	1	1
Kong	Stano	0	0	1	1
Kong	Frida	0	0	1	1
Kong	Frida Limnyuy	0	0	1	1
Kong	Kenneth C.C.	0	0	1	1
Kong	Qing Ming	0	0	1	1
Kongolo	M.M.	0	0	1	1
Kongoni	Bwana	0	0	1	1
Kongren	Ramjee	0	0	1	1
Kongton	Anongporn	0	0	1	1
Kume	Nozome	0	0	1	1
Konhouet	Nkouandou B.	0	0	1	1
Konieczna	Ewa	0	0	2	2
Müller-Feldmeth	Daniel	0	0	1	1
Wolfer	Sascha	0	0	1	1
Liu	Mingya	0	0	1	1
König	Peter	0	0	1	1
Stark	Detlef	0	0	2	2
Requardt	Susanne	0	0	1	1
König	Peter-Paul	0	0	1	1
Wiegers	Helmut	0	0	1	1
König	Werner	0	0	3	3
Konlan	Kpeebi	0	0	1	1
Konno	Hiroaki	0	0	1	1
Kononov	A. N.	0	0	1	1
Kretzschmar	W. A.	0	0	1	1
Konopka	R.	0	0	1	1
Kuznetsova	Ogla	0	0	1	1
Konstantinova	Olga A.	0	0	1	2
Konter-Katani	Maggy	0	0	2	2
Kontos	Petros	0	0	1	1
Sidiropoulou	Maria	0	0	2	2
Kontzi	Reinhold	0	0	1	1
Rhee	Seongha	0	0	3	3
Koo	Hyun Jung	0	0	1	1
Koo	John H.	0	0	1	1
Koo	Myung-Chul	0	0	1	1
Kooij	Jan	0	0	1	1
Koontz-Garboden	Andrew J.	0	0	1	1
Koontz	John E.	0	0	1	1
Koop	Gordon Lois Koop	0	0	1	1
Koopman	Hilda J.	0	0	1	2
Koopman	Willem F.	0	0	2	2
Koops	Christian	0	0	1	1
Koops	Robert George	0	0	2	2
Zubin	David A.	0	0	4	4
Köpcke	Klaus-Michael	0	0	2	2
Kopecka	Anetta	0	0	2	2
Köper	Maximilian	0	0	1	1
Kopkallı	Handan	0	0	1	1
Koplenig	Alexander	0	0	2	2
Meyer	Peter	0	0	1	1
Müller-Spitzer	Carolin	0	0	3	3
Koplewitz	Immanuel	0	0	1	1
Kopoka	O. B.	0	0	1	1
Koponen	Maarit	0	0	1	1
Koptjevskaja-Tamm	Maria	0	0	3	3
Kopytoff	Igor	0	0	1	1
Shimada	Atsuko	0	0	1	1
Koren	Roselyne	0	0	1	1
Slepcov	Petr Alekseevic	0	0	1	1
Korkina	E. I.	0	0	1	1
Kormusin	I.	0	0	1	1
Kormušin	Igor V.	0	0	1	1
Korn	Francis	0	0	1	1
Korneev	L. A.	0	0	1	1
Körner	Karl-Hermann	0	0	3	3
Kornfeld	Laura	0	0	1	1
Sabel	Joachim	0	0	1	1
Kornrumpf	H.-J.	0	0	1	1
Korolev	N. I. (Nikolai Ivanovich)	0	0	1	1
Korolov	Nikolaj I.	0	0	1	1
Csoma de Körös, Alexander (Csoma Sándor, körösi)	?	0	0	2	2
Korosi Csoma	Sándo	0	0	1	1
Korotkova	Natalia	0	0	1	1
Korovina	Evgeniya	0	0	1	1
Korrel	Lia	0	0	1	1
Korshel	Mohamud	0	0	3	3
Korshunova	Galina Petrovna	0	0	2	2
Uspensky	Boris Andreevich	0	0	1	1
Körtvély	Erika	0	0	1	1
Vogel	Petra	0	0	1	1
Körtvélyessy	Lívia	0	0	1	1
Korzen	Iørn	0	0	1	1
Kós-Dienes	Dora	0	0	1	1
Kosay	Hamit Z.	0	0	1	1
Koschmieder	Erwin	0	0	1	1
Čech	Radek	0	0	1	1
Kosek	Pavel	0	0	1	1
Navrátilová	Olga	0	0	1	1
Mačutek	Jan	0	0	1	1
Kosic	Ankica	0	0	1	1
Triandafyllidou	Anna	0	0	1	1
Kosmeijer	Wim	0	0	1	1
Sacharova	Marfa Aleksandrovna	0	0	1	1
Sel'kov	Nikolaj Nikitic	0	0	1	1
Kosok	Paul	0	0	1	1
Kosta	Peter	0	0	1	1
Kostakis	Andrew	0	0	2	2
Kostic	D.	0	0	1	1
Mitter	A.	0	0	1	1
Krishnamurti	B.	0	0	1	1
Kostouli	Triantafillia	0	0	1	1
Kotarska	Anna	0	0	1	1
Kotchmar	Ecatherina	0	0	1	1
Hadas Kotek Halpert	Claire	0	0	1	1
Kotey	Paul F. A.	0	0	2	2
Kothandara:man	R.	0	0	1	1
Kothandaraman	Pon.	0	0	1	1
Kothandaraman	R.	0	0	1	1
Kotian	Yashoda	0	0	1	1
Kotian	Noel	0	0	1	1
Kotnik	J.	0	0	1	1
Kotroni	Maria	0	0	1	1
Kotthoff	Helga	0	0	1	1
Kotzé	Ernst F.	0	0	1	1
Kotzé	Ernst Frederick	0	0	1	1
Kotzoglou	George	0	0	3	3
Kouadio	Kouakou	0	0	1	1
Kouame	Kouakou	0	0	1	1
Kouadio N’Guessan	Jérémie	0	0	1	1
Meouak	Mohamed	0	0	2	2
Kouici	Nacera	0	0	1	1
Koul	Omakar N.	0	0	1	1
Koul	Ashok	0	0	1	1
Masica	Colin	0	0	1	2
Provoost	D. P.	0	0	1	1
Koulifa	S. P.	0	0	1	1
Kounta	Maria Celeste Pereira [Albakaye]	0	0	1	1
Kouonang	Alice	0	0	1	1
Kouraogo	Pierre	0	0	2	2
Koussey	Koumba Emmanuel	0	0	1	1
Prószéky	Gábor	0	0	1	1
Koutny	Ilona	0	0	1	1
Wacha	Balázs	0	0	1	1
Koutsantoni	Dimitra	0	0	1	1
Koutsoukos	Nikos	0	0	2	2
Van Goethem	Kristel	0	0	1	1
De Smet	Hendrik	0	0	2	2
Stavrakaki	Stavroula	0	0	2	2
Kouvava	Sofia	0	0	1	1
LaCharité	Darlene	0	0	3	3
Kouyomou	Odun	0	0	1	1
Kovács	Magdolna	0	0	1	1
Koval'	Antonina I.	0	0	1	1
Zubko	Galina V.	0	0	1	1
Kovedjaeva	E. I.	0	0	2	2
Koven	Michèle	0	0	1	1
Koyama	Wataru	0	0	1	1
Koyt	Michel Marie	0	0	2	2
Kozai	Soichi	0	0	1	1
Kozhanov	Kirill	0	0	1	1
Kozhukhar	Aleksandra	0	0	1	1
Kraal	Peter	0	0	1	1
Kraan	M.	0	0	1	1
Kraehe	Mary Alice	0	0	1	1
Kraehenmann	Astrid	0	0	1	1
Kraelitz	Friedrich	0	0	1	1
Kraft	Cristina [Übers.]	0	0	1	1
Schulz	Eckehard	0	0	1	1
Krahl	Günther	0	0	1	1
Reuschel	Wolfgang	0	0	1	1
Krahmalkov	Charles Richard	0	0	1	1
Kraiss	Andrew M.	0	0	1	1
Krajcovic	Rudolf	0	0	1	1
Kral	Inge	0	0	1	1
Těšitelová	Marie	0	0	1	1
Králík	Jan	0	0	2	2
Králíková	K.	0	0	1	1
Krämer	Sybille	0	0	1	1
Kramer	Marvin	0	0	3	3
Kramer	Undine	0	0	1	1
Kramp	André	0	0	1	1
Mpia	Rabbay	0	0	1	1
Rebman	John	0	0	1	1
Kras	Tihana	0	0	1	1
Kraska-Szlenk	Iwona	0	0	2	2
Kraska	Iwona	0	0	1	1
Krause-Burmester	Marion	0	0	1	1
Krause	Martin	0	0	1	1
Krause	Cornelia	0	0	1	1
Leer	Jeff (interviewer)	0	0	1	1
McPherson	Karen (interviewer)	0	0	1	1
Krauss	Michael E. (transcriber)	0	0	1	1
Krauss	Michael E. (translator)	0	0	1	1
de Laguna, Frederica, 1906-2004	?	0	0	3	3
Krauss	Michael E. (editor)	0	0	1	1
McGary	Mary Jane. (editor)	0	0	1	1
Risley	Mary (speaker)	0	0	1	1
Story	Gillian L	0	0	8	8
Krauss	Michael E. (compiler)	0	0	2	2
Krawczyk	Lissa	0	0	1	1
Krebbers	Loes	0	0	1	1
Kreike	Emmanuel H.	0	0	1	1
Kreitman	Rina	0	0	1	1
Krekeler	Birgit	0	0	1	1
Krelle	H.	0	0	1	1
Kremer	Arndt	0	0	1	1
Kremer	Dieter	0	0	1	1
Kremers	Joost Merijn	0	0	1	1
Krenn	Herwig	0	0	1	1
Remmel	Nikolai	0	0	1	1
Kress	Richard	0	0	1	1
Kresse	Kai	0	0	1	1
Norrby	Catrin	0	0	2	2
Kretzenbacher	Heinz L.	0	0	1	1
Kreuz	Roger	0	0	1	1
Link	Kristen	0	0	1	1
Mardiwarsito	L.	0	0	1	1
Kridalaksana	Harimurti	0	0	1	1
Kriel	Theunis Johannes	0	0	8	8
Lebold;	Myo-Sook Sohn; Randy	0	0	1	1
Krier	Fernande	0	0	5	5
Modarresi	Fereshteh	0	0	3	3
Krige	Eileen Jensen	0	0	2	2
Krige	Jacob Daniel A.	0	0	1	1
Krippes	Karl Anthony	0	0	1	1
Krisadawan	Hongladarom	0	0	1	1
Pascoe	Bruce	0	0	2	2
Krishna-Pillay	Shanthi	0	0	1	1
Yepes	Guadalupe Ruiz	0	0	1	1
Krishnamurthy	Ramesh	0	0	1	1
Sinha	Anjani	0	0	1	1
Krishnan	Gayathri G.	0	0	1	1
Sarma	Vaijayanthi M.	0	0	1	1
Krishnan	Shree	0	0	1	1
Kristiansen	Tore	0	0	1	1
Kristoffersen	Lars	0	0	1	1
Krivokapić	Jelena	0	0	1	1
Krjukov	Michail V.	0	0	1	1
Kroch	Anthony	0	0	1	1
Merwe	Christo H. J. van der	0	0	1	1
Naudé	Jackie A.	0	0	1	1
van der Merwe	Christo	0	0	1	1
Naudé	Jacobus A.	0	0	2	2
Kröger	Heidrum	0	0	1	1
Krogh	Steffen	0	0	1	1
Steinberg	Danny D.	0	0	2	2
Krohn	Robert K.	0	0	1	1
Sedmidubský	Milos	0	0	1	1
Kroll	Walter	0	0	2	2
Kroll	M. E. (Mary Elizabeth)	0	0	1	1
Kromchenko	V.S	0	0	1	1
Kromhout	Jan	0	0	2	2
Krongauz	Maksim A.	0	0	1	1
Köhler	August	0	0	1	1
Krönlein	Johann Georg	0	0	1	1
Kronlein	Johann Georg	0	0	1	1
Kronning	Hans	0	0	1	1
Kroó	Katalin	0	0	1	1
Kroonen	Guus	0	0	1	1
Krosigk	Esther	0	0	1	1
Krötsch	Monique	0	0	2	2
Kruatrachue	F.	0	0	1	1
Krueger	G.	0	0	1	1
Krueger	J.R.	0	0	1	1
Krueger	John Richard	0	0	2	2
Krug	Adolph N.	0	0	1	1
Moropa	Koliswa	0	0	1	1
Kruger	Alet	0	0	2	2
Wallmach	Kim	0	0	1	1
Kruger	J. R.	0	0	1	1
Krüger	Casper J. H.	0	0	2	2
Krüger	Caspar J.H.	0	0	1	1
Kruger	F.H.	0	0	2	2
Krull	Diana	0	0	1	1
Kruppa	V.	0	0	1	1
Krus	Manuel	0	0	1	1
Skarban	Lina I.	0	0	1	1
Krüsi	Peter	0	0	1	1
Kruz	M.	0	0	1	1
Shkarban	L. I.	0	0	1	1
Śmiecińska	Joanna	0	0	1	1
Krynicki	Grzegorz	0	0	1	1
Sojkin	Marta	0	0	1	1
Krzek	Malgorzata	0	0	1	1
Krzeszowski	Tomasz P.	0	0	2	2
Krzeszowski	Tomasz	0	0	1	1
Krzysztofik	Małgorzata	0	0	1	1
Kuangle	Duan	0	0	1	1
Schumacher	Helmut	0	0	2	2
Kubczak	Jacqueline	0	0	2	2
Schmidt	Renate	0	0	1	1
Ruiter	Vera de	0	0	1	1
Kubeka	Isaac Sibusiso	0	0	1	1
Kubiszyn	Marta	0	0	1	1
Kübler	Nathalie	0	0	1	1
Mestivier	Alexandra	0	0	1	1
Pecman	Moja	0	0	1	1
Kübler	Sandra	0	0	1	1
Kubo	Yoshimitsu	0	0	1	1
Kubota	Yusuke	0	0	4	4
Lee	Jungmee	0	0	3	3
Kubuş	Okan	0	0	1	1
Kučera	Henry	0	0	1	1
Monroe	George K.	0	0	1	1
Kuch	Karen Lee	0	0	1	1
Kuch	Larry	0	0	1	1
Küçükali	Can	0	0	1	1
Kudolo	Svetlana Erentsenovna	0	0	1	1
Kuehnast	Milena	0	0	1	1
Kuepper	Karl J.	0	0	1	1
____	Lorraine Staalsen	0	0	1	1
Kugup	Gabriel	0	0	1	1
Kwi	Misa	0	0	1	1
Kuhn	Hans	0	0	1	1
Kühnel	Helmut	0	0	1	1
Stegmann	Carl	0	0	1	1
Kühnert	Henrike	0	0	2	2
Wagner	Esther-Miriam	0	0	2	2
Kühnlein	Peter	0	0	1	1
Kuijpers	Em.	0	0	1	1
Samson	François	0	0	2	2
Kuiper	F.B.J.	0	0	1	1
Kuipers	Aert Hendrik	0	0	2	2
Kuipers	Giselinde	0	0	1	1
Kukich	Karen	0	0	1	1
Kulikov	L.	0	0	1	1
Kullman	Rita	0	0	1	1
Tserenpil	Dandii-Yadamyn	0	0	1	1
Kulyk	Volodymyr	0	0	1	1
Kum	Julius Nang	0	0	1	1
Kumachov	Muchadin	0	0	1	1
Kumagai	Yasuo	0	0	1	1
Kumalo	Mpiyakhe B.	0	0	2	2
Kumanëv	V. A.	0	0	1	1
Malo	Tarin	0	0	1	1
Phom	L. Ponghok	0	0	1	1
Sangatam	Tsarsarmang	0	0	1	1
Momin	Whi	0	0	1	1
Sinha	Suresa Prasada	0	0	1	1
Rengma	Hosu	0	0	1	1
Yongsam	Sam Lok	0	0	1	1
Kumashiro	Toshiyuki	0	0	1	1
Kun	U	0	0	1	1
Kuna	Agnes	0	0	2	2
Scarvaglieri	Claudio	0	0	1	1
Késnyawura		0	0	1	1
Kundama	Wilson	0	0	1	1
R.	Késnyawura Patricia	0	0	1	1
Kundama		0	0	1	1
Kwapalik		0	0	1	1
Kundama	J.	0	0	1	1
Kunene	Raymond	0	0	1	1
Kunene	Daniel P.	0	0	1	1
Kunene	Euphrasia	0	0	1	1
Kunkeyani	Thokozani	0	0	1	1
Kuno	Masakazu	0	0	1	1
Kuntz	Lucía Iglesias	0	0	1	1
Kuntz	M.	0	0	1	1
Kunze	Konrad	0	0	1	1
Kuo	Yu-ching	0	0	1	1
Yip	Moira	0	0	7	7
Kuo	William	0	0	3	3
Kuo	Grace	0	0	1	1
Kuonen	Amadeus	0	0	1	1
Kuperus	Julie	0	0	1	1
Mykowiecka	Agnieszka	0	0	1	1
Marciniak	Małgorzata	0	0	1	1
Przepiórkowski	Adam	0	0	8	9
Kupść	Anna	0	0	3	3
Kurafuji	Takeo	0	0	1	1
Lawson	Aaron	0	0	1	1
Kuramochi	Yosuke	0	0	1	1
Kuraogo	P.	0	0	1	1
Kurbatov	Ivan	0	0	1	1
Kuribara	Chieko	0	0	1	1
Kurisu	Kazutaka	0	0	1	1
Kurkiala	Mikael	0	0	1	1
Moksnes	Heidi	0	0	1	1
Kurkiev	Alimbek Soslambekovic	0	0	1	1
Nakamoto	Keiko	0	0	1	1
Lee	Jae-Ho	0	0	1	1
Kuroda	Kow	0	0	1	1
Kuroda	Shige-Yuki	0	0	1	1
Kuroda	S.-Y	0	0	1	1
Kuroda	Shige Yuki	0	0	1	1
Kürsten	Otto	0	0	1	1
Kurth	Markus	0	0	1	1
Kurz	Stephan	0	0	1	1
Sawardo	P. Wakidi	0	0	1	1
Tarno	Y. Lita	0	0	1	1
Kushnir	Yuriy	0	0	2	2
Kusmer	Leland Paul	0	0	1	1
Kusters	Wouter	0	0	1	1
Wicha	Nicole Y.	0	0	1	1
Moreno	Eva K.	0	0	1	1
Kuteeva	Maria	0	0	1	1
De Kuthy	Kordula	0	0	3	3
Meurers	Walt Detmar	0	0	3	3
Kutik	Elanah J.	0	0	1	1
Kutzov	A. I.	0	0	1	1
Kuumile	Timothy	0	0	1	1
Kuusi	Martti	0	0	1	1
Kuusinen	Martti	0	0	1	1
Ollikainen	V.	0	0	1	1
Kuvari	J.	0	0	1	1
Kuwabara	Kazuki	0	0	1	1
Kuwabong	Dannabang	0	0	1	1
Kuwae	Kunio	0	0	1	1
Kuzakova	Evdokija Aleksandrovna	0	0	1	1
Kuzmenkov	Evgenij A.	0	0	1	1
Kuznecov	S. A.	0	0	1	1
Kuznetsov	P.S.	0	0	1	1
Kuznetsov	P. S.	0	0	2	2
Muslimov	Mehmet	0	0	1	1
Kuznetsova	Nadezhda G.	0	0	1	1
Kvavik	Karen H.	0	0	3	3
Kwachka	Patricia	0	0	3	3
Kwak	Eun-Joo	0	0	1	1
Kwaku	William	0	0	1	1
Kwan	Wing Man Stella	0	0	1	1
Kwanten	L.	0	0	1	1
Kwaraceius	Joe. (editor)	0	0	1	1
Kwaw	Francis Ehoma	0	0	1	1
Kwesi	Yankah	0	0	1	1
Kwofie	Emmanuel N.	0	0	7	7
Kwok	H.	0	0	1	1
Kwon	Joy	0	0	2	2
Starr	Glenn	0	0	1	1
Kwon	Song-Nim	0	0	1	1
Kwon	Nahyun	0	0	2	2
Kwon	Kyung-Keun	0	0	1	1
Kwon	Sanghee	0	0	1	1
Kyburg	O.	0	0	1	1
Kyewalyanga	Francis-Xavier Sserufusa	0	0	1	1
Kynaston-Snell	Harold F.	0	0	1	1
Kyriacopoulou	Tita	0	0	2	2
Mrabti	Safia	0	0	1	1
Yannacopoulou	Anastasia	0	0	2	2
Kytö	Merja	0	0	1	1
L.	S.	0	0	1	1
Fabián L.	Santiago	0	0	2	2
Bradshaw, Joel& Rehg, Kenneth L.	?	0	0	3	3
Lamberti, M.& Tonelli, L.	?	0	0	1	1
WASAKENTSA	Centro de Promoción de la Cultura Achuar	0	0	1	1
La Grasserie	Raoul de	0	0	1	1
La Flesche	Francis	0	0	1	1
Mingo de la Concepción	Manuel	0	0	1	1
Vásquez de la Cruz	Santiago	0	0	1	1
de La Fontinelle	Jacqueline	0	0	1	1
Culture	{Ministère de la	0	0	1	1
Carrera de la Red	Micaela	0	0	1	1
Laade	Wolfgang	0	0	2	2
Laalo	Klaus	0	0	1	1
Laanest	Arvo	0	0	1	1
van de Laar	Henri M.F.M.	0	0	1	1
Labaere	[Révérend] [Père] Hubert	0	0	2	2
Labaere	R.	0	0	1	1
Labaere	Raphael Hubert	0	0	1	1
Labanauskas	Kazimir I.	0	0	1	1
Labarthe	Charles de	0	0	1	1
Labarthe	Pierre	0	0	1	1
Labat	René	0	0	1	1
Labat	Jean-Baptiste	0	0	2	2
Willems	Matthieu	0	0	1	1
Lord	Etienne	0	0	1	1
Laforest	Louise	0	0	1	1
Labelle	Gilbert	0	0	1	1
Lapointe	François-Joseph	0	0	1	1
Di Sciullo	Anna Maria	0	0	2	2
Makarenkov	Vladimir	0	0	1	1
Labrada	Jorge E. Rosés	0	0	1	1
Labrune	Laurence	0	0	1	1
Lacan	Jacques	0	0	1	1
Manzini	M. Rita	0	0	4	4
Moulton	Keir	0	0	1	1
Tessier	Anne-Michelle	0	0	1	1
Lacerda	Renato	0	0	4	4
Lacerda Guerra	Mariana	0	0	1	1
Lacerda	Edith Maria Neves	0	0	1	1
Wellington	Jean	0	0	1	1
Lachnitt	G.	0	0	1	1
Laclau	Ernesto	0	0	1	1
Lacoste	Véronique	0	0	1	1
Laczkó	Tibor	0	0	3	3
Rákosi	György	0	0	3	3
Tóth	Ágoston	0	0	1	1
Laczkó	Krisztina	0	0	1	1
Lickley	Robin J.	0	0	2	2
Schepman	Astrid	0	0	3	3
Scobbie	Jim	0	0	1	1
Local	John	0	0	1	1
Ogden	Richard	0	0	2	2
Manyang	Caguor Adong	0	0	1	1
Ladd	Robert	0	0	1	1
Maddieson	I.	0	0	1	1
Ladefoged	P.	0	0	1	1
Taehong	Cho	0	0	2	2
Ladusaw	William A.	0	0	1	1
Ladusaw	William	0	0	1	1
Laeufer	Christiane	0	0	3	3
Morgan	Terrell	0	0	1	1
Laffan	Kate	0	0	1	1
Lafford	Barbara	0	0	1	1
Nkoe	Ntombi	0	0	1	1
Lafón	Ciro René	0	0	1	1
Lafont	Robert	0	0	2	2
Lagae	C. R.	0	0	1	1
Lagarde	P. L.	0	0	1	1
Lagden	Godfrey	0	0	1	1
Lagerqvist	Hans	0	0	1	1
Pañeda	Claudia	0	0	1	1
Lago	Sol	0	0	1	1
Felices Lago	Angel M.	0	0	1	1
Santamaría	Daniel J.	0	0	2	2
Lagos	Marcelo	0	0	1	1
Lagos Altamirano	Daniel	0	0	1	1
Lagos	Jorge	0	0	1	1
Lagoudaki	Elina	0	0	1	1
Reynolds	Norman	0	0	1	1
Lai	Nguyen	0	0	1	1
Lai	Daisy Ching-Ju	0	0	1	1
Lai	Yik-Po	0	0	1	1
Metillo	Loreben Daday	0	0	1	1
Laidler	Percy Ward	0	0	1	1
Tuominen	Juhani	0	0	1	1
Torrego	Esther	0	0	1	1
Laka	I	0	0	1	1
Lakatos	Erika	0	0	1	1
Lakoff	G.	0	0	1	1
Wehling	E.	0	0	1	1
Laleko	Oksana	0	0	1	1
Lallemand	Suzanne	0	0	1	1
Lalou	M.	0	0	1	1
Lam	Esther	0	0	1	1
Lam	Wai Man	0	0	1	1
Lam	Yvonne	0	0	1	1
Lama	Ang Nyima	0	0	1	1
Westling	M.	0	0	1	1
de Lamanon	Robert de Paul	0	0	1	1
Wisniewski	Edward	0	0	1	1
Lamb	Christopher	0	0	1	1
Middleton	Erica	0	0	1	1
Lamb	N. J.	0	0	1	1
Lambdin	Thomas O.	0	0	4	4
Lambert	[Abbé]	0	0	1	1
Lambert	E. T. D.	0	0	1	1
Lamberti	M.	0	0	1	1
Tonelli	L.	0	0	1	1
Lambrecht	Knud	0	0	6	6
Lambrou	Marina	0	0	1	1
Lambton	Ann K. S.	0	0	3	3
Lambton	A. K. S.	0	0	1	1
Lamers	Monique	0	0	1	1
Laming-Emperaire	A.	0	0	2	2
De Mulder	Walter	0	0	1	1
Lammond	William	0	0	1	1
Lamoise	R.P.	0	0	1	1
Oda	Hiromune	0	0	1	2
Lampert	Günther	0	0	1	1
Lampert	Martina	0	0	1	1
Luo	Xiaoliang	0	0	1	1
Torres-Tamarit	Francesc	0	0	1	1
Lamprecht	Regina	0	0	1	1
Lan	Chun	0	0	1	1
Zuo	Danyun	0	0	1	1
Lancioni	Tarciso	0	0	1	1
Lanciotti	Lionello	0	0	1	1
Land	Jentine	0	0	1	1
Mulder	Gerben	0	0	1	1
Echeverry	Juan Álvaro	0	0	1	1
Landaburu	J.	0	0	3	3
Queixalos	F.	0	0	2	2
Landaburu	John	0	0	2	2
Landaeur	Ignacio Bauer y	0	0	1	1
Landar	Herbert Jay	0	0	1	1
Landeo	Liliam	0	0	1	1
Lander	Richard Lemon	0	0	4	4
Lander	John	0	0	3	3
Letuchiy	Alexander B.	0	0	1	1
Landerman	Peter	0	0	3	3
Landeroin	Moïse Augustin	0	0	2	2
Tilho	Marie Auguste Jean	0	0	2	2
Landeweerd	Rita	0	0	1	1
Vet	Co	0	0	1	1
Landgraf	Julia	0	0	1	1
Landin	Rachel	0	0	1	1
Landman	Fred	0	0	1	1
Landone	Elena	0	0	1	1
Landweer	M. Lynn	0	0	2	2
Lane	Edward William	0	0	1	1
Lane	Charles	0	0	1	1
Lane	George M.	0	0	1	1
Lanehart	Sonja	0	0	1	1
