ID	Creators	Creator_Variants	Title	Title_Variants	Year	Sources
Sondrup-2004-aspects_of_german_romantic	Sondrup, Steven P.		Aspects of German Romantic Musical Discourse		2004	sondrup_romantic-musical2004
Speyer-2010-filling_the_german_vorfeld	Speyer, Augustin		Filling the German vorfeld in written and spoken discourse		2010	speyer_filling-vorfeld2010
Speyer-2014-the_coding_of_discourse	Speyer, Augustin and Fetzer, Anita		The coding of discourse relations in English and German argumentative discourse		2014	fetzer-speyer_coding-argumentative2014
Speyer-2022-discourse_relations_and_the	Speyer, Augustin		Discourse relations and the German prefield		2022	speyer_relations-prefield2022
Späth-2008-semantic_contributions_of_the	Späth, Andreas		Semantic Contributions of the Left Periphery to Discourse Linking: The Case of Topics in the Prefield and Middlefield in German		2008	spath_prefield-middlefield2008
Standwell-1973-on_german_segmental_phonemes	Standwell, Graham J.		On German segmental phonemes		1973	standwell_segmental-phonemes1973
Steensig-2005-notes_on_disaligning_yes	Steensig, Jakob and Asmuß, Birte		Notes on disaligning ‘yes but’ initiated utterances in Danish and German conversations		2005	asmuss-steensig_disaligning-initiated2005
Stein-2013-a_usage_dictionary_englishgerman	Stein, Gabriele		A Usage Dictionary English-German / German-English - Gebrauchswörterbuch Englisch-Deutsch / Deutsch-Englisch		2013	stein_gebrauchsworterbuch-englisch2013
Steinbach-2002-middle_voice_a_comparative	Steinbach, Markus		Middle Voice. A comparative study in the syntax-semantics interface of German		2002	steinbach_voice-interface2002
Steinbauer-1969-concise_dictionary_of_new	Steinbauer, Friedrich		Concise dictionary of New Guinea Pidgin (Neo-Melanesian) with translations in English and German		1969	steinbauer_concise-melanesian1969 steinbauer_concise-melanesian1969
Steiner-2001-translations_englishgerman_investigating_the	Steiner, Erich		Translations English–German: Investigating the relative importance of systemic contrasts and of the text-type “translation”		2001	steiner_importance-systemic2001
Steiner-2004-3_metafunctional_profile_of	Steiner, Erich and Teich, Elke		3. Metafunctional profile of the grammar of German		2004	steiner-teich_metafunctional-profile2004
Steiner-2022-variation_and_change_in	Steiner, Carina and Jeszenszky, Péter and Leemann, Adrian		Variation and change in Swiss German agreement morphology: Effects of social networks, language contact, and attitudes		2022	jeszenszky-leemann-steiner_swiss-networks2022
Steinitz-1969-adverbialsyntax	Steinitz, Renate		Adverbial-syntax		1969	steinitz_adverbial-syntax1969
Stern-1961-essential_german_grammar	Stern, Guy and Bleiler, Everett F.		Essential German grammar		1961	bleiler-stern_essential-german1961
Sternefeld-2009-syntax_eine_morphologisch_motivierte	Sternefeld, Wolfgang		Syntax: Eine morphologisch motivierte generative Beschreibung des Deutschen [Syntax: A morphologically motivated generative description of German]		2009	sternefeld_morphologisch-motivierteii2009
Sternefeld-2015-syntax_eine_morphologisch_motivierte	Sternefeld, Wolfgang		Syntax: Eine morphologisch motivierte generative Beschreibung des Deutschen [Syntax: A morphologically motivated generative description of German]		2015	sternefeld_morphologisch-motiviertei2015
Steube-2006-the_influence_of_operators	Steube, Anita and Molnár, Valéria and Winkler, Susanne	Steube, Anita // Steube, Anita and Molnár, Valéria and Winkler, Susanne	The influence of operators on the interpretation of DPs and PPs in German information structure		2006	molnar-steube-winkler_operators-pps2006 steube_operators-pps2006
Stevenson-1997-the_germanspeaking_world_a	Stevenson, Patrick		The German-Speaking World: A Practical Introduction to Sociolinguistic Issues		1997	stevenson_practical-issues1997
Stibbard-2000-is_discourse_intonation_applicable	Stibbard, Richard		Is discourse Intonation applicable to German? Evidence from politicians’ speeches in the Bundestag and from a television news broadcast		2000	stibbard_applicable-bundestag2000
Stielau-1980-nataler_deutsch_eine_dokumentation	Stielau, Hildegard Irma		Nataler Deutsch: Eine Dokumentation unter besonderer Berücksichtigung des englischen und afrikaansen Einflusses auf die deutsche Sprache in Natal		1980	stielau_nataler-afrikaansen1980
Stolterfoht-2004-focus_structure_and_the	Stolterfoht, Britta and Bader, Markus		Focus Structure and the Processing of Word Order Variations in German		2004	bader-stolterfoht_processing-variations2004
Stopp-1957-a_manual_of_modern	Stopp, Frederick John		A manual of modern German		1957	stopp_manual-modern1957
Strauss-1856-a_grammar_of_the	Strauss, G. L.		A grammar of the German language adapted for the use of English students, and from Heyse's theoretical and practical German grammar		1856	strauss_adapted-heyses1856
Strauss-1982-lexicalist_phonology_of_english	Strauss, Steven L.		Lexicalist phonology of English and German		1982	strauss_lexicalist-german1982
Streadbeck-1974-phrase_structure_rules_for	Streadbeck, Arval L. and Grimshaw, Michael N.		Phrase Structure Rules For German		1974	grimshaw-streadbeck_phrase-rules1974
Strecker-1997-grammatik_der_deutschen_sprache	Strecker, Bruno and Hoffmann, Ludger and Zifonun, Gisela		Grammatik der deutschen Sprache		1997	hoffmann-strecker-zifonun_grammatik-deutschen1997
Struckmeier-2017-against_information_structure_heads	Struckmeier, Volker		Against information structure heads: A relational analysis of German scrambling		2017	struckmeier_heads-relational2017
Störzer-2018-is_german_discourseconfigurational_experimental	Störzer, Melanie and Stolterfoht, Britta		Is German discourse-configurational? Experimental evidence for a topic position		2018	stolterfoht-storzer_configurational-experimental2018
Suchsland-1993-the_structure_of_german	Suchsland, Peter		The Structure of German Verb Projections — A Problem of Syntactic Parametrization		1993	suchsland_projections-parametrization1993
Sudhoff-2010-focus_particles_in_german	Sudhoff, Stefan		Focus Particles in German. Syntax, prosody, and information structure		2010	sudhoff_particles-prosody2010
Szagun-2006-development_of_vocabulary_and	Szagun, Gisela and Steinbrink, Claudia and Franik, Melanie and Stumper, Barbara		Development of vocabulary and grammar in young German-speaking children assessed with a German language development inventory		2006	franik-steinbrink-stumper-szagun_assessed-inventory2006
Szagun-2007-the_acquisition_of_gender	Szagun, Gisela and Stumper, Barbara and Sondag, Nina and Franik, Melanie		The acquisition of gender marking by young German-speaking children: Evidence for learning guided by phonological regularities		2007	franik-sondag-stumper-szagun_guided-regularities2007
Szczepaniak-2010-jespersens_cycle_in_german	Szczepaniak, Renata		Jespersen’s Cycle in German from the phonological perspective of syllable and word languages		2010	szczepaniak_jespersens-cycle2010
Szczepaniak-2014-vowel_and_consonant_epentheses	Szczepaniak, Renata		Vowel and consonant epentheses in the history of German from the typological perspective of syllable and word languages		2014	szczepaniak_consonant-epentheses2014
Talibov-2007-buduchskij_jazyk	Talibov, Bukar B.		Buduchskij jazyk		2007	talibov_buduchskij-jazyk2007 talibov_buduchskij-jazyk2007
Tawfig-1921-turkceden_almancaya_lugat_kitabi	Tawfig, Haggi G.		Türkceden Almancaya lugat kitabi = Türkisch-deutsches Wörterbuch		1921	tawfig_turkceden-almancaya1921 tawfig_turkceden-almancaya1921
Terborg-1993-elaboration_of_the_modal	Terborg, Heiner		Elaboration of the Modal Lexicon in German as a Second Language		1993	terborg_elaboration-modal1993
Thiele-1991-contrastive_aspects_of_a	Thiele, Wolfgang and Graustein, Gottfried		Contrastive aspects of a text analysis in English and German		1991	graustein-thiele_contrastive-text1991
Thiersch-1978-topics_in_german_syntax	Thiersch, Craig L		Topics in German syntax		1978	thiersch_topics-german1978
Tracy-1986-the_acquisition_of_case	Tracy, Rosemarie		The acquisition of case morphology in German		1986	tracy_acquisition-german1986
Trommer-2021-the_subsegmental_structure_of	Trommer, Jochen		The subsegmental structure of German plural allomorphy		2021	trommer_subsegmental-allomorphy2021
Trotzke-2017-german_grammar_and_mirativity	Trotzke, Andreas		German grammar and mirativity: Experimental evidence		2017	trotzke_mirativity-experimental2017
Trotzke-2020-german_discourse_particles_in	Trotzke, Andreas and Bidese, Ermenegildo and Moroni, Manuela Caterina		German discourse particles in the second language classroom		2020	bidese-moroni-trotzke_particles-classroom2020
Truckenbrodt-2005-a_short_report_on	Truckenbrodt, Hubert		A short report on intonation phrase boundaries in German		2005	truckenbrodt_short-boundaries2005
Truckenbrodt-2009-comments_on_the_syntax	Truckenbrodt, Hubert		Comments on the syntax and prosody of German verbs		2009	truckenbrodt_comments-prosody2009
Truckenbrodt-2016-some_distinctions_in_the	Truckenbrodt, Hubert		Some distinctions in the right periphery of the German clause		2016	truckenbrodt_distinctions-periphery2016
Uhmann-2001-some_arguments_for_the	Uhmann, Susanne		Some arguments for the relevance of syntax to same-sentence self-repair in everyday German conversation		2001	uhmann_repair-everyday2001
Uszkoreit-1987-word_order_and_constituent	Uszkoreit, Hans		Word order and constituent structure in German		1987	uszkoreit_order-constituent1987
Vainikka-2011-the_acquisition_of_german	Vainikka, Anne and Young-Scholten, Martha		The Acquisition of German. Introducing Organic Grammar		2011	vainikka-young-scholten_introducing-organic2011
Valentin-1978-the_simplification_of_the	Valentin, Paul		The simplification of the unstressed vowel systems in Old High German		1978	valentin_simplification-unstressed1978
Valin-1980-on_the_distribution_of	Valin, Robert D. Van		On the distribution of passive and antipassive constructions in universal grammar		1980	valin_passive-antipassive1980 valin_passive-antipassive1980 valin_passive-antipassive1980 valin_passive-antipassive1980 valin_passive-antipassive1980
Vancoppenolle-2011-a_german_grammar_for	Vancoppenolle, Jean and Tabbert, Eric and Bouma, Gerlof and Stede, Manfred		A German Grammar for Generation in Open CCG		2011	bouma-stede-tabbert-vancoppenolle_open-ccg2011
Velde-1992-subjectobject_and_coordinate_asymmetries	Velde, John R.		Subject-object and Coordinate Asymmetries and the Syntactic Structure of German		1992	velde_coordinate-asymmetries1992
Vennemann-1968-german_phonology	Vennemann, Theo		German Phonology		1968	vennemann_german-phonology1968
Vogel-1995-on_the_absence_of	Vogel, Ralf and Steinbach, Markus		On the (absence of a) base position for dative objects in German		1995	steinbach-vogel_absence-base1995
Vogel-2006-auf_alles_gefasst_sein	Vogel, Ralf		„Auf alles gefasst sein: Ausnahmen in der Grammatik“. Bericht über eine Arbeitsgruppe auf der 27. Tagung der Deutschen Gesellschaft für Sprachwissenschaft (DGfS) in Köln, 23.–25.2.2005 / “Ready for anything: Exceptions in grammar”. Report on a working group at the 27th conference of the German Linguistic Society in Cologne, 23–25 February 2005		2006	vogel_gefasst-ausnahmen2006
Wahid-1974-chemical_technology_dictionary_english	Wahid, Anwar Mahmud Abd al		Chemical technology dictionary: English, French-German-Arabic		1974	wahid_chemical-technology1974
Wahid-1978-automotive_engineering_dictionary_englishfrendchgermanarabic	Wahid, Anwar Mahmud Abd al		Automotive engineering dictionary: English-Frendch-German-Arabic		1978	wahid_automotive-frendch1978
Wakisaka-1989-text_construction_in_german	Wakisaka, Yutaka		Text construction in German and Japanese: A comparison		1989	wakisaka_text-comparison1989
Wangler-1972-physiologische_phonetik_eine_einfuhrung	Wangler, H. H.		Physiologische Phonetik. Eine Einführung		1972	wangler_physiologische-phonetik1972
Warneck-1977-tobabatakdeutsches_worterbuch	Warneck, Johannes and Winkler, Johannes and Roolvink, Roelof	Warneck, Johannes Gustav // Warneck, Johannes and Winkler, Johannes and Roolvink, Roelof	Toba-batak-Deutsches Wörterbuch	Toba-Batak-Deutsches Wörterbuch // Toba-batak-Deutsches Wörterbuch	1977	roolvink-warneck-winkler_toba-batak1977 roolvink-warneck-winkler_toba-batak1977 warneck_toba-batak1977
Wegener-1994-variation_in_the_acquisition	Wegener, Heide		Variation in the Acquisition of German Plural Morphology by Second Language Learners		1994	wegener_plural-learners1994
Weilbacher-2011-texas_german_discourse_pragmatics	Weilbacher, Hunter		Texas German discourse pragmatics		2011	weilbacher_texas-pragmatics2011
Weinert-2004-relative_clauses_in_spoken	Weinert, Regina		Relative clauses in spoken English and German their structure and function		2004	weinert_relative-function2004
Weinert-2012-complement_clauses_in_spoken	Weinert, Regina		Complement clauses in spoken German and English: Syntax, deixis and discourse-pragmatics		2012	weinert_complement-deixis2012
Weiss-1974-relationship_of_vowel_length	Weiss, Rudolf		Relationship Of Vowel Length And Quality In The Perception Of German Vowels		1974	weiss_length-quality1974
Weisse-1872-a_complete_practical_grammar	Weisse, Traugott Heinrich		A complete practical grammar of the German language with exercises and conversations, letters, poems and treatises forming a method and reader; with a phrase book of prepositional idioms etc. and full directions for the proper use of Ahn's first course		1872	weisse_treatises-ahns1872
Weissenborn-1994-constraining_the_childs_grammar	Weissenborn, Jürgen and Lust, Barbara and Whitman, John and Kornfilt, Jaklin		Constraining the child’s grammar: Local wellformedness in the development of verb movement in German and French		1994	kornfilt-lust-weissenborn-whitman_childs-wellformedness1994
Weiß-2008-the_possessor_that_appears	Weiß, Helmut and Barbiers, Sjef and Koeneman, Olaf and Lekakou, Marika and van der Ham, Margreet		The possessor that appears twice. Variation, structure and function of possessive doubling in German		2008	barbiers-ham-koeneman-lekakou-weiss_appears-twice2008
Weiß-2018-the_wackernagel_position_and	Weiß, Helmut and Jäger, Agnes and Ferraresi, Gisella and Weiß, Helmut		The Wackernagel position and complementizer agreement: The emergence of a syntactic particularity at the left edge of the German Middle Field		2018	ferraresi-jager-weiss-weiss_wackernagel-particularity2018
Welke-2002-deutsche_syntax_funktional_perspektiviertheit	Welke, Klaus		Deutsche Syntax funktional: Perspektiviertheit syntaktischer Strukturen		2002	welke_funktional-perspektiviertheit2002
Wendeborn-1849-wendeborns_german_grammar	Wendeborn, Gebhard		Wendeborn’s German grammar		1849	wendeborn_wendeborns-german1849
Wertheim-1841-a_concise_german_grammar	Wertheim, M.		A concise German grammar with an entirely new arrangement of declensions and exercises		1841	wertheim_entirely-declensions1841
Wessels-2010-7_dictionary_of_business	Wessels, Dieter and Hamblock, Dieter		7. Dictionary of business English. German-English, English-German. 7th expanded and updated edition.		2010	hamblock-wessels_expanded-updated2010
Wessels-2010-8_dictionary_of_bank	Wessels, Dieter and Wessels, Andres and Wessels, Stephan		8. Dictionary of bank and finance terminology. German-English and English-German.		2010	wessels-wessels-wessels_bank-finance2010
West-1989-lexical_innovation_in_dasypodius	West, Jonathan		Lexical Innovation in Dasypodius' Dictionary. A Contribution to the Study of the Development of the Early Modern German Lexicon Based on Petrus Dasypodius' Dictionarium Latinogermanicum, Strassburg 1536		1989	west_dasypodius-latinogermanicum1989
Whitney-1870-a_compendious_german_grammar	Whitney, William Dwight		A compendious German grammar		1870	whitney_compendious-german1870
Wienholz-2021-phonological_priming_in_german	Wienholz, Anne and Nuhbalaoglu, Derya and Steinbach, Markus and Herrmann, Annika and Mani, Nivedita		Phonological priming in German Sign Language		2021	herrmann-mani-nuhbalaoglu-steinbach-wienholz_priming-sign2021
Wiese-1994-phonological_vs_morphological_rules	Wiese, Richard		Phonological vs. Morphological rules: On German umlaut and ablaut		1994	wiese_umlaut-ablaut1994
Wiese-1996-phonological_versus_morphological_rules	Wiese, Richard		Phonological versus morphological rules: On German umlaut and ablaut		1996	wiese_umlaut-ablaut1996
Wiese-1996-the_phonology_of_german	Wiese, Richard		The phonology of German		1996	wiese_phonology-german1996
Wiese-2000-the_phonology_of_german	Wiese, Richard		The phonology of German		2000	wiese_phonology-german2000
Wiese-2009-the_grammar_and_typology	Wiese, Richard		The grammar and typology of plural noun inflection in varieties of German		2009	wiese_plural-inflection2009
Wiesemann-1970-problems_in_the_analysis	Wiesemann, Ursula		Problems In The Analysis Of The Segmental Phonemes Of Northern Standard German		1970	wiesemann_segmental-phonemes1970
Wilhelm-2005-the_kung_bushmen_translated	Wilhelm, Joachim Helmuth		The !Kung Bushmen [translated from German]		2005	wilhelm_kung-translated2005
Wilson-1966-some_aspects_of_lockyer	Wilson, F. Rodney		Some aspects of Lockyer Valley German		1966	wilson_lockyer-valley1966
Wiltschko-2013-descriptive_relative_clauses_in	Wiltschko, Martina		Descriptive relative clauses in Austro-Bavarian German		2013	wiltschko_austro-bavarian2013
Winkler-2009-the_acquisition_of_syntactic	Winkler, Steffi		The acquisition of syntactic finiteness in L1 German. A structure-building approach.		2009	winkler_finiteness-building2009
Winter-2011-the_nature_of_incomplete	Winter, Bodo and Roettger, Timo B.		The nature of incomplete neutralization in German: Implications for Laboratory Phonology		2011	roettger-winter_incomplete-laboratory2011
Wittek-2002-german_childrens_productivity_with	Wittek, Angelika and Tomasello, Michael		German children's productivity with tense morphology: The Perfekt (present perfect)		2002	tomasello-wittek_productivity-perfekt2002
Worman-1868-a_complete_grammar_of	Worman, James H.		A complete grammar of the German language with exercises, readings, conversations, paradigms, and an adequate vocabulary		1868	worman_complete-adequate1868
Wright-1907-historical_german_grammar_vol	Wright, Joseph		Historical German Grammar. Vol. 1. Phonology, Word-Formation and Accidence.		1907	wright_vol-accidence1907
Yager-2015-new_structural_patterns_in	Yager, Lisa and Hellmold, Nora and Joo, Hyoun-A and Putnam, Michael and Rossi, Eleonora and Stafford, Catherine and Salmons, Joseph		New structural patterns in moribund grammar: Case marking in heritage German		2015	hellmold-joo-putnam-rossi-salmons-stafford-yager_moribund-heritage2015
Ziegler-2007-putting_standard_german_to	Ziegler, Evelyn		Putting standard German to the test: some notes on the linguistic competence of grammarschool students and teachers in the nineteenth century		2007	ziegler_putting-grammarschool2007
Zifonun-1997-grammatik_der_deutschen_sprache	Zifonun, Gisela and Hoffmann, Ludger and Strecker, Bruno and Joachim Ballweg		Grammatik der deutschen Sprache		1997	ballweg-hoffmann-strecker-zifonun_grammatik-deutschen1997
Zubin-1979-discourse_function_of_morphology	Zubin, David A.		Discourse function of morphology: the focus system in German		1979	zubin_function-focus1979
Zubin-1984-affect_classification_in_the	Zubin, David A. and Köpcke, Klaus-Michael		Affect Classification in the German Gender System		1984	kopcke-zubin_affect-gender1984
van_Ommen-2020-languagespecific_prosodic_acquisition_a	van Ommen, Sandrien and Boll-Avetisyan, Natalie and Larraza, Saioa and Wellmann, Caroline and Bijeljac-Babic, Ranka and Höhle, Barbara and Nazzi, Thierry		Language-specific prosodic acquisition: A comparison of phrase boundary perception by French- and German-learning infants		2020	bijeljac-babic-boll-avetisyan-hohle-larraza-nazzi-ommen-wellmann_boundary-infants2020
van_Trijp-2012-not_as_awful_as	van Trijp, Remi		Not as Awful as it Seems: Explaining German Case through Computational Experiments in Fluid Construction Grammar		2012	trijp_awful-seems2012
von_Stechow-1981-a_modular_approach_to	von Stechow, Arnim and Sternefeld, Wolfgang		A modular approach to German syntax		1981	stechow-sternefeld_modular-approach1981
von_Stechow-1998-german_participles_ii_in	von Stechow, Arnim		German participles II in distributed morphology		1998	stechow_participles-distributed1998
Özgürel-1965-almancaturkce_yeni_lugat_neues	Özgürel, Ragip Rifki		Almanca-Türkce yeni lugat Neues Deutsch-Türkisches Wörterbuch		1965	ozgurel_almanca-turkisches1965
Čulo-2013-constructionsandframes_analysis_of_translations	Čulo, Oliver		Constructions-and-Frames Analysis of Translations: The Interplay of Syntax and Semantics in Translations between English and German		2013	culo_frames-interplay2013
